일자,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
2020-01-20,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-24,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-26,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-01-27,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-01-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-30,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-31,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
2020-02-01,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-02-02,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
2020-02-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-04,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-05,2,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-
2020-02-06,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
2020-02-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-09,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
2020-02-10,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-02-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-18,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-02-19,2,-,27,-,-,-,-,-,-,-,-,-,-,-,5,-,-
2020-02-20,-,-,12,-,-,-,-,-,-,-,-,-,-,-,4,-,-
2020-02-21,5,-,44,-,1,-,-,-,1,-,1,1,1,-,17,2,1
2020-02-22,2,2,67,-,3,1,-,1,2,-,2,-,1,-,106,2,1
2020-02-23,3,7,136,1,1,1,1,-,8,6,-,-,-,-,39,7,-
2020-02-24,4,8,152,-,2,1,-,-,12,-,-,-,-,-,19,9,-
2020-02-25,7,18,54,-,-,-,1,-,5,-,-,-,-,-,44,1,-
2020-02-26,8,13,184,1,-,-,1,-,3,-,2,1,-,-,36,4,-
2020-02-27,10,8,340,-,-,5,3,-,12,-,2,5,-,-,53,11,-
2020-02-28,7,5,296,1,-,4,5,-,11,-,3,9,2,-,74,10,-
2020-02-29,12,14,742,2,-,1,6,-,10,1,-,32,-,1,75,13,-
2020-03-01,8,4,512,-,-,-,-,-,8,-,1,12,-,1,48,1,-
2020-03-02,9,6,517,1,-,1,3,-,8,12,-,17,1,1,108,2,-
2020-03-03,7,2,520,-,2,-,-,-,2,1,-,4,1,-,59,1,1
2020-03-04,-,3,398,1,2,1,3,-,9,1,-,1,-,-,95,2,-
2020-03-05,5,-,326,1,-,1,-,-,7,2,1,4,-,-,81,9,1
2020-03-06,2,3,367,-,-,2,-,-,10,2,3,4,-,-,122,3,-
2020-03-07,3,1,390,-,-,-,-,1,10,1,5,2,-,-,65,5,-
2020-03-08,12,1,297,-,-,-,1,1,11,1,4,6,-,-,32,1,-
2020-03-09,10,-,190,-,2,-,-,3,12,1,1,4,-,-,25,-,-
2020-03-10,11,-,92,4,-,-,-,2,10,-,-,2,-,-,10,-,-
2020-03-11,53,2,131,12,-,-,1,2,11,1,2,8,-,-,18,1,-
2020-03-12,19,2,72,-,-,2,-,5,3,-,-,2,-,-,8,1,-
2020-03-13,12,1,61,2,-,2,2,17,8,-,-,1,-,-,4,-,-
2020-03-14,13,3,62,1,-,-,-,6,15,-,1,-,-,-,6,-,-
2020-03-15,9,3,41,1,1,-,1,1,11,-,3,-,-,-,4,-,-
2020-03-16,6,1,35,1,-,-,-,1,20,-,-,-,-,-,7,-,-
2020-03-17,12,-,32,1,-,-,-,-,31,-,-,-,-,-,5,1,-
2020-03-18,5,-,46,1,1,-,2,1,15,1,1,3,2,1,9,-,-
2020-03-19,12,-,97,-,-,-,6,-,18,-,1,-,1,-,12,-,-
2020-03-20,17,1,34,4,1,-,-,-,14,-,-,1,-,-,13,1,-
2020-03-21,15,-,69,4,-,-,-,-,12,-,1,-,-,-,40,-,-
2020-03-22,10,-,43,-,1,2,-,-,16,-,1,1,-,1,11,1,-
2020-03-23,6,1,24,-,-,-,-,1,14,-,2,-,-,-,2,1,-
2020-03-24,4,2,31,1,-,-,-,-,15,-,1,-,-,-,1,1,-
2020-03-25,13,1,14,1,-,-,1,2,21,1,-,3,-,2,5,-,2
2020-03-26,13,-,26,1,-,6,-,-,14,-,1,1,-,-,12,-,-
2020-03-27,12,1,34,3,1,1,2,-,11,-,2,-,-,-,9,1,1
2020-03-28,18,1,71,5,-,-,-,-,21,1,-,2,-,-,2,-,1
2020-03-29,20,3,23,7,-,3,-,2,15,2,-,1,2,1,2,3,-
2020-03-30,16,1,14,-,-,-,-,-,15,2,3,-,1,-,11,1,1
2020-03-31,24,1,60,6,-,2,-,-,13,-,-,1,-,-,2,1,-
2020-04-01,24,3,20,5,4,-,-,-,22,2,-,3,1,3,2,4,-
2020-04-02,14,-,21,4,1,-,1,-,18,1,-,2,-,2,2,6,-
2020-04-03,18,-,9,1,1,-,-,-,23,2,1,1,1,1,5,1,-
2020-04-04,22,-,27,3,-,-,-,-,23,1,-,1,-,-,1,1,-
2020-04-05,24,-,7,2,1,1,-,-,10,3,-,-,1,-,4,1,3
2020-04-06,11,-,13,1,-,2,-,-,8,-,-,1,-,-,2,2,-
2020-04-07,4,1,13,-,-,-,-,-,10,2,-,1,-,-,1,1,-
2020-04-08,11,2,9,4,-,-,-,-,6,2,-,-,1,-,3,1,-
2020-04-09,12,-,4,-,-,-,-,-,10,-,-,1,-,-,-,2,-
2020-04-10,5,1,-,1,-,-,-,-,9,-,-,-,-,-,7,-,-
2020-04-11,4,-,7,-,-,-,1,-,9,-,-,-,-,-,3,-,-
2020-04-12,3,-,2,1,-,-,-,-,4,-,-,1,-,-,3,-,-
2020-04-13,8,-,3,1,-,-,-,-,3,-,-,-,-,-,4,-,-
2020-04-14,2,-,3,1,-,-,1,-,8,-,-,-,-,-,5,-,-
2020-04-15,5,1,1,-,1,-,-,-,6,2,-,-,-,-,6,-,1
2020-04-16,2,3,4,-,-,-,-,-,4,1,-,-,-,-,4,-,-
2020-04-17,2,-,-,1,2,-,-,-,1,-,-,-,-,-,4,1,-
2020-04-18,1,-,3,1,-,-,-,-,4,1,-,2,-,-,2,-,-
2020-04-19,2,-,2,1,-,-,-,-,-,-,-,-,-,-,1,-,-
2020-04-20,-,2,1,1,-,-,1,-,2,-,-,-,-,-,2,-,-
2020-04-21,2,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-
2020-04-22,2,2,1,-,-,1,-,-,-,-,-,-,-,-,2,1,-
2020-04-23,-,1,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-04-24,-,1,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-
2020-04-25,1,-,2,-,-,-,-,-,2,-,-,-,-,-,1,-,-
2020-04-26,-,1,1,-,-,-,-,-,6,-,-,-,1,-,-,-,-
2020-04-27,-,-,1,-,-,-,-,-,3,-,-,1,-,-,-,-,-
2020-04-28,4,-,2,1,-,-,-,-,3,-,-,-,-,-,1,-,-
2020-04-29,-,-,3,-,-,-,-,-,2,-,-,1,-,-,-,-,-
2020-04-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-05-01,1,-,-,1,-,-,-,-,2,-,-,-,-,-,1,-,-
2020-05-02,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-05-03,2,-,4,-,-,-,-,-,2,-,-,-,-,-,-,-,-
2020-05-04,-,-,-,1,-,-,1,-,1,-,-,-,-,1,-,-,-
2020-05-05,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-05-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-05-07,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-
2020-05-08,-,2,3,-,-,-,-,-,2,-,1,-,1,-,-,-,-
2020-05-09,12,1,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-
2020-05-10,14,-,2,3,-,-,-,-,6,-,2,-,-,-,-,-,1
2020-05-11,21,-,-,3,-,-,-,1,3,1,3,-,-,-,-,-,-
2020-05-12,12,-,1,1,-,2,-,-,8,-,-,-,-,-,1,1,-
2020-05-13,11,3,3,2,-,-,1,-,3,-,-,-,1,-,-,1,-
2020-05-14,4,-,-,12,-,-,-,-,6,1,3,1,-,1,1,-,-
2020-05-15,14,-,3,5,-,-,-,-,3,-,-,-,-,1,-,-,-
2020-05-16,5,-,1,-,-,-,-,-,4,-,1,-,-,-,-,-,-
2020-05-17,5,-,1,-,-,1,-,-,-,-,-,-,-,-,-,2,-
2020-05-18,1,-,1,-,-,-,-,-,3,-,3,-,-,-,-,-,-
2020-05-19,6,-,-,2,-,-,4,-,1,-,-,-,-,-,-,-,-
2020-05-20,10,-,1,8,-,-,-,-,10,-,-,-,1,-,-,-,-
2020-05-21,4,-,-,6,-,-,-,-,-,-,-,1,-,-,-,-,-
2020-05-22,2,-,-,1,-,-,1,-,6,-,-,-,-,-,2,1,-
2020-05-23,4,-,1,-,-,1,-,-,13,-,-,-,-,-,-,1,-
2020-05-24,6,-,-,2,-,-,-,-,6,1,-,-,-,-,6,-,-
2020-05-25,6,-,1,1,-,-,-,-,6,-,-,-,-,-,1,-,-
2020-05-26,9,-,1,3,-,-,-,-,2,-,1,-,-,-,1,-,-
2020-05-27,19,-,3,11,-,-,-,-,6,-,-,-,-,-,-,-,-
2020-05-28,24,1,2,22,-,-,-,-,21,-,-,1,-,-,1,-,-
2020-05-29,20,-,-,18,-,-,-,-,20,-,-,-,-,-,-,-,-
2020-05-30,9,1,2,5,2,-,-,-,13,1,-,-,-,1,-,-,-
2020-05-31,6,1,1,3,-,1,2,-,12,-,-,-,-,-,-,-,1
2020-06-01,1,-,1,18,-,-,-,-,12,-,-,-,-,1,-,-,-
2020-06-02,14,-,-,9,-,-,-,-,14,-,-,-,-,-,-,-,-
2020-06-03,19,-,1,16,-,-,-,-,13,-,-,-,-,-,-,-,-
2020-06-04,14,-,-,7,-,-,-,-,15,-,-,-,-,-,1,-,-
2020-06-05,15,-,1,6,-,-,-,-,13,-,-,1,-,-,2,-,-
2020-06-06,23,-,-,11,-,-,-,-,8,1,-,1,-,-,1,1,-
2020-06-07,27,-,1,6,-,-,1,-,19,-,1,-,-,-,-,-,-
2020-06-08,21,-,1,4,-,-,-,-,8,-,-,-,-,-,-,-,-
2020-06-09,19,-,-,3,-,-,-,-,13,-,-,2,-,-,-,1,-
2020-06-10,12,-,-,8,-,-,-,-,21,1,-,-,-,-,-,2,-
2020-06-11,21,-,-,6,-,-,-,-,16,-,-,-,-,-,-,-,-
2020-06-12,25,-,1,1,-,-,-,-,19,-,-,-,-,-,-,-,-
2020-06-13,29,-,3,1,-,-,-,-,14,-,-,-,-,-,-,-,-
2020-06-14,12,-,2,8,-,-,-,-,10,1,-,-,-,-,-,-,-
2020-06-15,7,-,-,8,-,-,-,-,10,-,-,2,-,-,-,3,-
2020-06-16,12,1,-,2,-,3,-,-,5,-,-,-,-,-,-,2,-
2020-06-17,13,-,1,2,-,5,-,-,13,-,-,1,-,-,-,-,1
2020-06-18,25,-,1,1,-,7,-,1,16,-,-,3,1,-,-,-,-
2020-06-19,18,-,-,-,-,6,-,-,11,-,-,-,-,-,-,-,3
2020-06-20,14,2,2,5,-,5,-,-,17,-,-,2,1,-,1,-,-
2020-06-21,17,-,1,-,1,10,-,1,10,2,-,1,-,-,-,1,-
2020-06-22,5,-,1,1,-,-,-,-,6,-,-,2,1,-,1,-,-
2020-06-23,6,-,1,1,-,4,-,-,7,-,1,-,-,-,-,-,-
2020-06-24,11,2,2,3,-,8,2,-,7,1,-,1,1,-,1,-,-
2020-06-25,9,-,-,1,-,4,-,-,9,-,-,1,-,-,-,-,-
2020-06-26,17,-,-,2,-,4,-,-,4,1,-,3,-,-,1,-,-
2020-06-27,17,-,1,1,-,2,-,-,17,-,1,-,1,-,-,-,-
2020-06-28,14,-,-,-,4,6,-,-,17,-,1,1,-,3,-,-,-
2020-06-29,7,1,2,1,4,2,-,-,16,-,-,-,1,1,1,1,-
2020-06-30,7,1,-,3,3,5,-,1,7,1,-,-,-,-,1,-,-
2020-07-01,9,-,1,2,12,4,-,-,16,-,-,1,-,1,-,-,-
2020-07-02,13,-,3,-,22,1,-,-,10,-,-,3,-,-,-,-,-
2020-07-03,12,-,11,1,6,4,-,-,18,-,-,1,1,-,1,2,-
2020-07-04,7,1,1,2,8,3,-,-,19,-,2,-,-,-,1,1,-
2020-07-05,16,-,-,-,16,8,-,-,8,1,-,-,1,-,1,-,1
2020-07-06,3,1,2,6,7,2,-,-,6,1,-,1,-,2,1,1,-
2020-07-07,3,-,1,2,6,2,-,-,13,-,-,-,1,-,-,-,-
2020-07-08,10,-,1,1,8,2,-,-,18,-,-,6,2,1,-,2,-
2020-07-09,8,-,-,3,15,6,-,-,8,-,-,1,1,1,-,2,-
2020-07-10,8,-,-,1,3,7,-,-,14,-,2,-,-,3,-,3,-
2020-07-11,8,-,-,1,9,2,-,-,4,-,-,1,2,-,-,-,-
2020-07-12,7,-,-,-,5,1,-,-,17,-,-,-,1,-,-,1,-
2020-07-13,13,-,1,3,7,-,-,-,11,2,1,4,-,-,-,2,-
2020-07-14,7,-,-,-,1,1,-,-,9,-,1,-,2,-,-,-,-
2020-07-15,6,-,-,1,1,3,-,-,5,-,-,-,-,-,-,-,-
2020-07-16,7,-,2,3,1,1,1,-,21,3,1,-,-,-,-,1,-
2020-07-17,9,-,-,-,5,1,-,-,15,-,-,-,-,-,-,2,3
2020-07-18,6,1,3,2,-,-,1,-,10,-,-,-,-,1,-,2,1
2020-07-19,10,-,-,1,10,1,-,-,4,-,-,-,-,-,-,-,1
2020-07-20,3,-,2,2,1,-,-,-,1,-,-,1,1,2,1,2,-
2020-07-21,21,-,2,-,-,-,-,-,2,-,-,-,-,-,1,-,1
2020-07-22,16,-,1,5,4,-,-,-,15,-,1,1,-,-,-,1,-
2020-07-23,12,2,-,3,9,-,-,-,28,-,-,-,-,-,-,-,-
2020-07-24,21,2,2,-,2,-,-,-,8,-,-,-,-,-,1,2,-
2020-07-25,11,5,-,-,-,-,1,-,14,-,-,-,-,1,-,-,-
2020-07-26,7,1,-,-,1,-,-,-,7,-,-,-,-,-,-,-,-
2020-07-27,9,1,-,-,-,-,-,-,6,-,1,1,-,-,-,-,-
2020-07-28,6,2,-,-,-,-,-,-,6,-,-,1,-,2,1,-,-
2020-07-29,9,1,-,3,1,-,1,-,11,-,-,-,-,-,1,-,-
2020-07-30,3,-,-,-,-,-,-,-,5,-,-,-,-,-,1,1,-
2020-07-31,8,-,1,-,-,-,-,-,10,2,-,1,-,-,2,-,-
2020-08-01,2,1,-,1,-,-,-,-,7,-,-,-,-,-,1,-,-
2020-08-02,5,1,2,-,1,-,-,-,3,-,-,-,-,-,1,-,-
2020-08-03,5,-,-,-,-,-,-,-,1,-,-,-,-,-,1,2,-
2020-08-04,9,1,-,1,2,-,-,-,11,-,1,-,-,1,1,-,-
2020-08-05,6,-,1,1,1,-,-,-,7,1,6,-,-,-,-,4,-
2020-08-06,9,3,-,-,-,-,-,-,13,2,1,2,-,2,4,1,-
2020-08-07,9,-,-,-,-,-,-,-,5,-,-,-,-,-,1,-,-
2020-08-08,17,-,1,2,-,-,-,-,18,-,-,-,-,-,-,-,-
2020-08-09,13,-,1,1,2,-,1,-,15,-,1,1,-,-,-,-,-
2020-08-10,13,1,-,-,-,-,-,-,6,-,-,-,-,1,1,-,-
2020-08-11,6,9,-,-,-,-,-,-,13,-,-,2,1,-,-,-,-
2020-08-12,15,4,-,-,6,1,-,-,19,-,-,1,-,-,-,-,-
2020-08-13,26,2,1,-,2,-,1,-,17,-,-,1,2,-,-,1,-
2020-08-14,32,5,-,4,2,-,1,-,47,1,-,3,-,-,1,-,-
2020-08-15,74,3,-,6,1,1,-,-,72,3,-,2,1,-,-,1,-
2020-08-16,146,7,1,9,7,-,3,-,98,-,1,5,-,-,-,2,-
2020-08-17,90,7,1,7,7,2,-,-,70,1,3,4,1,-,2,-,-
2020-08-18,132,7,6,18,4,-,3,-,52,2,1,5,7,-,3,-,-
2020-08-19,151,9,2,8,6,-,-,2,99,6,2,3,1,2,3,1,-
2020-08-20,135,15,3,10,1,8,-,1,85,5,1,5,6,3,5,3,-
2020-08-21,126,8,4,18,5,7,1,3,103,9,3,13,5,6,6,4,-
2020-08-22,129,3,9,21,11,5,3,1,95,16,2,7,4,7,4,9,2
2020-08-23,140,2,6,32,17,15,3,-,124,15,3,10,-,14,2,9,-
2020-08-24,97,3,-,20,1,10,1,3,85,6,10,8,4,7,6,1,-
2020-08-25,135,3,5,14,4,11,-,3,72,8,2,9,4,1,1,2,3
2020-08-26,111,4,3,27,7,7,2,-,99,18,-,12,7,13,-,5,2
2020-08-27,154,8,13,59,39,3,2,-,102,14,1,15,2,13,4,8,1
2020-08-28,146,8,8,27,17,3,1,2,113,3,5,9,2,12,1,4,2
2020-08-29,125,6,6,20,16,4,-,-,104,-,6,8,-,9,1,12,1
2020-08-30,116,6,30,13,2,6,3,1,80,2,5,8,-,8,3,7,2
2020-08-31,94,4,4,14,9,7,5,1,79,3,1,9,1,5,2,1,6
2020-09-01,94,3,2,22,4,8,6,-,63,4,1,7,-,4,9,3,1
2020-09-02,101,7,13,11,10,14,5,-,84,2,1,7,-,3,4,1,1
2020-09-03,69,4,3,16,6,4,8,-,64,4,1,7,-,6,-,-,-
2020-09-04,68,4,7,5,11,4,3,-,56,3,4,21,-,1,4,3,-
2020-09-05,51,10,5,14,8,2,1,-,50,3,4,4,2,-,1,8,1
2020-09-06,63,2,5,12,7,5,1,-,47,5,2,2,1,3,2,6,-
2020-09-07,48,9,2,1,9,5,3,-,31,-,-,3,1,-,-,3,-
2020-09-08,67,1,2,2,13,4,3,1,31,-,1,-,3,1,3,-,-
2020-09-09,49,2,2,1,17,8,4,2,55,-,1,8,1,1,-,1,-
2020-09-10,48,1,1,5,5,11,4,-,50,2,3,12,1,2,3,1,2
2020-09-11,63,3,1,8,8,11,5,-,47,-,1,14,-,2,2,-,2
2020-09-12,50,4,4,8,3,7,1,-,32,3,-,6,1,1,2,3,1
2020-09-13,31,3,14,3,3,2,7,-,32,1,-,11,2,-,2,3,-
2020-09-14,41,3,4,10,3,1,1,-,30,-,-,8,1,-,1,1,-
2020-09-15,32,4,-,9,1,3,-,-,39,1,2,3,1,-,1,2,3
2020-09-16,51,4,4,9,2,1,-,-,26,-,2,2,5,-,2,3,-
2020-09-17,64,2,2,7,1,1,-,-,54,-,-,10,-,1,6,3,-
2020-09-18,46,2,2,6,-,3,-,-,37,-,3,6,8,-,5,4,2
2020-09-19,40,2,2,11,-,2,-,-,41,-,1,4,1,-,4,1,-
2020-09-20,28,6,2,3,-,2,1,-,26,-,1,1,-,-,5,1,-
2020-09-21,23,8,1,2,1,2,-,-,18,-,2,-,-,-,1,2,-
2020-09-22,21,5,-,2,-,-,1,1,20,2,2,-,-,-,4,1,-
2020-09-23,40,7,3,5,2,-,2,-,30,1,2,5,1,-,6,-,-
2020-09-24,39,7,1,10,-,1,-,3,48,2,2,1,1,1,2,1,1
2020-09-25,57,3,-,3,2,-,-,1,27,1,3,1,3,-,6,1,-
2020-09-26,26,2,1,1,-,1,-,-,14,-,-,-,3,-,3,1,-
2020-09-27,34,3,-,9,2,-,-,1,21,-,2,2,2,1,6,1,-
2020-09-28,19,1,-,1,-,-,1,-,14,1,1,-,-,-,4,1,-
2020-09-29,11,3,-,-,-,-,-,-,10,-,1,2,-,-,2,-,-
2020-09-30,51,5,2,4,3,2,1,-,26,-,-,5,3,-,6,-,-
2020-10-01,30,6,1,3,0,0,0,0,21,0,1,3,0,1,5,0,0
2020-10-02,11,18,0,4,0,0,0,0,19,0,0,1,0,0,4,0,0
2020-10-03,26,8,0,7,0,2,0,0,10,0,1,1,1,3,2,0,0
2020-10-04,16,5,2,6,1,2,1,0,16,0,2,0,0,0,4,0,0
2020-10-05,19,5,1,5,0,1,4,1,27,0,1,2,3,0,1,1,0
2020-10-06,15,3,0,4,0,3,1,0,35,0,0,0,9,0,0,0,0
2020-10-07,33,2,1,6,0,2,1,1,53,0,0,0,8,0,0,0,0
2020-10-08,20,5,0,5,0,7,0,0,24,0,1,0,0,0,1,3,0
2020-10-09,22,5,1,0,0,5,0,0,12,0,1,0,0,1,0,1,0
2020-10-10,25,3,1,8,0,1,0,0,24,0,0,3,0,2,0,0,0
2020-10-11,23,3,1,1,0,2,1,0,21,2,0,1,0,0,0,0,0
2020-10-12,31,4,0,3,1,13,0,0,30,1,0,2,2,0,1,1,0
2020-10-13,20,1,1,0,2,10,0,0,38,4,1,2,1,0,1,0,0
2020-10-14,23,2,0,8,0,4,1,0,31,0,0,1,0,0,0,0,0
2020-10-15,25,55,0,11,0,1,0,0,8,1,1,0,1,0,1,0,0
2020-10-16,18,0,0,4,0,2,0,0,17,0,0,1,2,0,0,0,0
2020-10-17,18,6,1,2,1,0,0,0,32,3,0,2,0,1,0,2,0
2020-10-18,20,4,0,1,0,1,0,0,50,2,0,0,0,0,0,0,0
2020-10-19,14,15,0,5,2,2,0,0,18,1,1,2,1,0,2,1,0
2020-10-20,11,2,0,3,0,1,0,0,28,3,2,2,0,0,2,1,0
2020-10-21,17,10,0,6,1,4,1,0,24,2,1,0,0,1,2,0,0
2020-10-22,18,5,2,4,0,0,0,0,67,2,0,11,2,0,1,0,0
2020-10-23,20,0,5,5,6,0,0,0,103,1,0,4,2,1,0,0,0
2020-10-24,22,0,0,2,0,5,0,0,35,0,0,5,0,2,0,0,0
2020-10-25,17,1,1,0,0,1,1,0,27,0,0,2,0,0,0,2,0
2020-10-26,20,0,0,3,0,1,1,1,67,0,2,1,0,0,3,3,0
2020-10-27,24,1,0,2,0,5,0,0,35,6,1,1,0,3,0,5,0
2020-10-28,25,0,2,10,0,7,0,0,31,14,0,1,3,0,5,3,0
2020-10-29,36,0,3,5,2,0,2,0,58,7,0,1,1,0,1,0,0
2020-10-30,47,0,10,3,0,0,2,0,32,6,2,3,2,1,0,1,0
2020-10-31,52,2,9,3,0,0,0,3,27,0,0,5,0,0,0,1,0
2020-11-01,45,0,2,4,3,0,0,0,38,3,1,9,0,3,0,2,0
2020-11-02,25,0,3,2,0,0,1,0,41,1,2,11,0,2,1,1,0
2020-11-03,22,1,0,1,2,0,0,0,27,1,1,7,0,0,0,1,0
2020-11-04,42,1,2,4,0,1,1,0,43,0,0,10,0,0,2,0,1
2020-11-05,50,4,2,5,0,0,0,0,27,1,2,23,0,0,0,5,0
2020-11-06,40,0,0,0,0,0,0,0,47,7,0,25,1,0,1,13,0
2020-11-07,37,2,1,1,0,1,0,0,21,4,0,9,0,0,0,5,0
2020-11-08,54,0,7,3,2,1,1,0,25,9,2,9,0,4,2,10,0
2020-11-09,46,2,6,2,1,0,0,0,22,11,4,10,4,2,1,4,0
2020-11-10,35,1,1,3,5,0,0,0,33,3,2,4,0,2,1,2,0
2020-11-11,45,3,0,1,4,1,0,0,53,9,2,7,1,1,0,11,0
2020-11-12,53,2,3,2,6,2,1,0,35,6,1,9,0,8,1,4,1
2020-11-13,74,0,1,4,5,0,0,1,47,23,1,8,0,9,0,3,1
2020-11-14,69,4,0,1,8,2,0,1,49,18,0,11,4,13,0,4,0
2020-11-15,85,0,1,2,9,0,0,0,45,19,8,5,2,9,2,3,0
2020-11-16,80,0,0,10,4,3,0,1,42,20,3,6,1,10,14,4,1
2020-11-17,90,0,3,13,18,1,0,1,52,13,0,9,0,16,3,3,0
2020-11-18,92,5,2,12,9,1,3,0,87,5,0,7,0,15,16,9,0
2020-11-19,109,5,2,12,8,1,0,0,64,20,4,13,2,28,8,28,0
2020-11-20,132,2,1,30,4,0,0,0,73,24,2,15,13,14,10,18,2
2020-11-21,156,7,1,22,7,1,1,0,93,15,1,21,14,19,8,11,0
2020-11-22,121,1,1,27,8,0,1,0,75,13,0,13,12,13,6,19,0
2020-11-23,112,5,2,23,1,3,1,1,76,12,0,9,9,5,4,2,1
2020-11-24,133,6,3,17,3,0,2,2,81,46,3,8,15,7,9,3,1
2020-11-25,142,18,5,40,14,4,3,0,82,13,3,18,8,8,3,11,3
2020-11-26,212,22,1,18,14,1,7,4,183,8,8,16,16,9,2,45,3
2020-11-27,204,24,0,25,13,5,7,3,117,9,20,31,24,11,3,39,3
2020-11-28,178,28,1,25,16,13,3,0,125,33,24,17,9,7,5,14,2
2020-11-29,158,22,3,21,8,6,0,3,94,19,22,13,17,20,11,15,1
2020-11-30,159,52,4,34,13,5,3,1,77,8,22,5,16,4,4,20,1
2020-12-01,155,31,11,16,22,10,3,2,96,9,32,16,9,2,11,11,1
2020-12-02,193,32,4,23,10,5,10,7,144,12,16,8,26,1,5,7,2
2020-12-03,262,15,3,22,3,7,2,4,141,8,10,14,9,2,11,13,1
2020-12-04,295,31,6,17,1,21,5,0,160,3,5,23,14,3,9,16,2
2020-12-05,235,29,7,19,6,10,1,4,157,9,18,10,17,4,17,27,1
2020-12-06,254,34,3,42,5,3,3,3,184,12,14,15,12,8,11,16,0
2020-12-07,244,35,5,40,5,2,38,0,156,9,11,10,22,3,9,16,0
2020-12-08,211,26,4,25,11,11,61,1,157,8,10,15,13,7,5,13,2
2020-12-09,262,19,2,46,9,10,14,1,219,5,23,4,12,2,4,29,0
2020-12-10,249,31,3,37,5,9,16,1,215,15,12,20,8,5,8,16,13
2020-12-11,252,26,6,37,3,10,47,0,229,11,20,10,7,4,3,12,5
2020-12-12,362,59,35,42,9,18,23,1,272,36,21,10,6,8,19,17,0
2020-12-13,399,57,28,62,15,13,8,0,331,18,15,10,9,6,18,24,3
2020-12-14,219,21,16,36,22,2,5,3,226,14,21,55,8,1,16,28,8
2020-12-15,251,41,19,55,5,32,48,1,288,13,25,37,15,1,15,16,9
2020-12-16,378,41,27,67,2,15,6,0,329,8,23,35,75,4,28,19,15
2020-12-17,422,44,21,80,10,11,10,0,291,9,19,19,19,0,9,30,12
2020-12-18,398,39,20,65,4,5,31,0,303,18,31,18,16,5,31,44,27
2020-12-19,380,39,20,46,9,5,9,0,274,27,103,24,15,5,29,32,24
2020-12-20,472,33,25,62,14,3,6,1,249,55,14,20,29,4,25,51,24
2020-12-21,327,20,21,88,13,3,17,0,244,25,33,16,13,9,48,15,23
2020-12-22,316,26,39,45,26,9,6,1,204,23,31,17,4,5,59,18,19
2020-12-23,375,32,24,49,36,35,18,1,309,13,58,11,21,12,25,29,33
2020-12-24,319,44,26,53,15,11,9,2,285,21,47,31,12,2,50,21,26
